from_acct,from_acct_type,to_acct,to_acct_type,is_self_txn,txn_amt,txn_date,txn_time,currency_type,channel_type
1e34be757a83711c7215ad0f0a612acf7de36d430b17f18d44ca72023c8d0a99,1,c31ab82a7fd8e583f9a6f3a9a72f0f83af62af11321a314d6bbe99d074aef4f4,2,UNK,1050,58,23:00:00,TWD,03
3d73c28253e81689b1333ffeff3fd1f576b0c97ef6c883b6059961561aa53fa8,2,1e34be757a83711c7215ad0f0a612acf7de36d430b17f18d44ca72023c8d0a99,1,UNK,5050,64,17:40:00,TWD,UNK
289c86a696d2fd717792558d6a19cce905795a66a554d8d242daf4ed1b9ab9ab,2,1e34be757a83711c7215ad0f0a612acf7de36d430b17f18d44ca72023c8d0a99,1,UNK,30500,64,16:10:00,TWD,UNK
c4ac49245f9971f358111a1dd31c96bcdff1df157664a80e7994de0fb0d514e2,2,1e34be757a83711c7215ad0f0a612acf7de36d430b17f18d44ca72023c8d0a99,1,UNK,4050,64,22:55:00,TWD,UNK
fc5acf74bddb82ab3f7dc5abf913603907bba56e6a6babab07a6b3b7b020da38,2,1e34be757a83711c7215ad0f0a612acf7de36d430b17f18d44ca72023c8d0a99,1,UNK,50500,64,13:30:00,TWD,UNK
1e34be757a83711c7215ad0f0a612acf7de36d430b17f18d44ca72023c8d0a99,1,90baecd258a6525c89e5dbef39731b55fa9a86eb51e08f636021c962658f70b3,2,UNK,5050,64,11:40:00,TWD,03
b05457aae5187b4866608c0845168cb8b8092794c0516f522a025a82dbb4b446,2,1e34be757a83711c7215ad0f0a612acf7de36d430b17f18d44ca72023c8d0a99,1,UNK,30500,64,11:15:00,TWD,01
89e812a3f7d1aa17eaaeb9915caa0362c73d281fe00080ecf220c6f2131bc44d,2,1e34be757a83711c7215ad0f0a612acf7de36d430b17f18d44ca72023c8d0a99,1,UNK,10500,64,14:15:00,TWD,UNK
1e34be757a83711c7215ad0f0a612acf7de36d430b17f18d44ca72023c8d0a99,1,90baecd258a6525c89e5dbef39731b55fa9a86eb51e08f636021c962658f70b3,2,UNK,5050,64,18:05:00,TWD,03
85c1e0129a3d4dc8999551a050b8acfceaff20fdb618289616525c26f2e6d615,2,1e34be757a83711c7215ad0f0a612acf7de36d430b17f18d44ca72023c8d0a99,1,UNK,5050,65,12:20:00,TWD,UNK
7082a934a8c274f0e02aa60a9c7064658e417038b40215852c3c8d0d4839c8f0,2,1e34be757a83711c7215ad0f0a612acf7de36d430b17f18d44ca72023c8d0a99,1,UNK,5050,65,11:15:00,TWD,UNK
0fb1b04839baf40b1c194d82f341c0e45256ab924fa9747a81adeab375605fbc,2,1e34be757a83711c7215ad0f0a612acf7de36d430b17f18d44ca72023c8d0a99,1,UNK,5050,65,11:00:00,TWD,UNK
7270ce898262922b1c2acb8ae3b2540c10eb347e562cc149adb91f66685bd4b2,2,1e34be757a83711c7215ad0f0a612acf7de36d430b17f18d44ca72023c8d0a99,1,UNK,40500,65,13:00:00,TWD,UNK
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,8291970a0076d8710f93755ca0283172899d6b3bdbccde4c772e793fc6e2239f,2,UNK,6650,9,22:15:00,TWD,03
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,0775dc21c7e72c3f874e223d566c5721942141acb3b25577defc59ea44e97862,2,UNK,1550,9,11:55:00,TWD,03
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,e01b032c929c2bd6d37773f6fdb999365a2a29b01e41ce9455384470c9452f00,1,N,2550,17,17:05:00,TWD,03
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,e01b032c929c2bd6d37773f6fdb999365a2a29b01e41ce9455384470c9452f00,1,N,3150,22,20:50:00,TWD,03
c80b92f8de626c9965d964dbc3e7510df1345e5128433826c2329b7f509c81f9,1,6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,N,1050,27,17:25:00,TWD,03
7ffed8afd361e88353970dc6cf08e18f1d2de7755c055bc3acf3db94a0674282,1,6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,N,35,33,15:55:00,TWD,03
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,a538ad9db1c6c0bd2277c2c95e100336e460a2f2844c5fa6ac063b7c77ef2696,2,UNK,20500,33,12:35:00,TWD,03
c94ca67676e50ec49f5dec1c690f5c9473579b19d0460119c10551269ba5ff14,1,6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,N,595,40,22:50:00,TWD,03
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,e01b032c929c2bd6d37773f6fdb999365a2a29b01e41ce9455384470c9452f00,1,N,905,48,18:10:00,TWD,03
fdf27bc0f4cc22a0a223362da07520a35c7efaf1ca549e1949aab1a02a584fe5,2,6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,UNK,3050,61,17:45:00,TWD,UNK
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,13dd59a2e51f875b3873bf0eb50f41f8f2eb2d5af6ac6d4a46d47f1ec4147dc8,2,UNK,155,69,13:45:00,TWD,03
85343d013c312d0e5f690bb4ee410206ef8f035b8dd9b1ec9c4dfc33656e0903,2,6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,UNK,155,69,13:25:00,TWD,UNK
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,3cb43ef9af1ca03fe7598e7f3ee5cd2083f4ba51553e2b5a5e06677ad14a39c1,1,N,1050,70,19:00:00,TWD,03
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,3cb43ef9af1ca03fe7598e7f3ee5cd2083f4ba51553e2b5a5e06677ad14a39c1,1,N,395,70,18:30:00,TWD,03
802524120a07b1da6c0581c9d768e93808167062c9cc985377dec743218d7335,2,6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,UNK,605,80,21:00:00,TWD,UNK
fdf27bc0f4cc22a0a223362da07520a35c7efaf1ca549e1949aab1a02a584fe5,2,6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,UNK,5250,80,00:40:00,TWD,UNK
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,c2bc93c23435c8411f01e9dd46d2bd84e55683f8b815cc1a5890ccba88df9fd1,2,UNK,505,85,18:10:00,TWD,03
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,79e1d26f5bf0baa36a3b40ae2e47d66db464c47132abff4583d153aae8f69406,2,UNK,1950,87,17:50:00,TWD,03
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,b8939c9c870371f0f2c25f0546d7d25005892c1f5ca6267a20a18dd41a4d49ee,1,N,505,93,22:20:00,TWD,03
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,606dde8da6eb19f3e4a4280ae8dee66bea2ee5101c9bd1eea130448bcbdb042f,2,UNK,495,94,22:25:00,TWD,03
4a58db3809beb5f1ca2f0210152c25ea8dede6ef59f0e23ae6af97192af1aaf9,2,6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,UNK,3050,95,16:30:00,TWD,UNK
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,13dd59a2e51f875b3873bf0eb50f41f8f2eb2d5af6ac6d4a46d47f1ec4147dc8,2,UNK,315,95,17:45:00,TWD,03
02f96d38cfefcb53f40281ad12f0942cab4b49399d0728249f611ba834458ec6,2,6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,UNK,495,99,09:35:00,TWD,UNK
431b00f753f4ddb9c78c5f9a1301d4e18b4112abe2a6c8f43cc11791eb4386ca,2,6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,1,UNK,495,103,12:35:00,TWD,UNK
11d07db6153fe58f9f76c4cf85a7a3d06a282cb29c13c2e77e81dcb4bafec402,1,36d9a7637c57b997f746f98a79b52c72bd7e0b2aaeaa966b2b40181721516861,2,UNK,55,24,17:25:00,TWD,03
11d07db6153fe58f9f76c4cf85a7a3d06a282cb29c13c2e77e81dcb4bafec402,1,eec95100cf969d593f95b8881a958653c713d7cf79ae41fd5e6f612df20b827f,2,UNK,4850,25,21:40:00,TWD,03
11d07db6153fe58f9f76c4cf85a7a3d06a282cb29c13c2e77e81dcb4bafec402,1,c1a4878a24040cad34b09fa64ff6cb772ff88ab6c70ddcc40f730612d4acdc6b,2,UNK,55,25,18:40:00,TWD,03
11d07db6153fe58f9f76c4cf85a7a3d06a282cb29c13c2e77e81dcb4bafec402,1,eec95100cf969d593f95b8881a958653c713d7cf79ae41fd5e6f612df20b827f,2,UNK,895,27,05:50:00,TWD,03
11d07db6153fe58f9f76c4cf85a7a3d06a282cb29c13c2e77e81dcb4bafec402,1,5b19b5251eda276ef760e72564cbb97272c5ac277859ecabdc7ae8d70848b481,2,UNK,405,35,12:25:00,TWD,03
11d07db6153fe58f9f76c4cf85a7a3d06a282cb29c13c2e77e81dcb4bafec402,1,eec95100cf969d593f95b8881a958653c713d7cf79ae41fd5e6f612df20b827f,2,UNK,1550,37,11:45:00,TWD,03
eec95100cf969d593f95b8881a958653c713d7cf79ae41fd5e6f612df20b827f,2,11d07db6153fe58f9f76c4cf85a7a3d06a282cb29c13c2e77e81dcb4bafec402,1,UNK,3050,72,18:25:00,TWD,UNK
11d07db6153fe58f9f76c4cf85a7a3d06a282cb29c13c2e77e81dcb4bafec402,1,a4b938fc78585a014532662940c0e4716bb0401b63968c2ca47261aad55c1a6e,2,UNK,10500,84,13:00:00,TWD,03
fc7ee89de6d792b61565421fd36b10ea0c1296b8b91205b6ffef1c1cc7ffa26f,2,11d07db6153fe58f9f76c4cf85a7a3d06a282cb29c13c2e77e81dcb4bafec402,1,UNK,495,106,13:20:00,TWD,UNK
e7d5715fca4cb7bda4545d07e32be3f5486b570c1aa14d94c2decbd8e4f7ab54,1,1fbd8f4644dc3b24cd74a420c9669112280ce311d65cf2114dfa0ed1ff224a30,2,UNK,3850,54,14:00:00,TWD,03
28f9a4c3dc1a4b5c713fb40ba0453c932f1d231e96c15e3bdfe039ec84259935,1,e7d5715fca4cb7bda4545d07e32be3f5486b570c1aa14d94c2decbd8e4f7ab54,1,N,205000,57,18:15:00,TWD,04
f168661ea82a813049901fc0b1403b1b3f96045b43d85c449638fb36898d5c72,1,e7d5715fca4cb7bda4545d07e32be3f5486b570c1aa14d94c2decbd8e4f7ab54,1,N,105000,58,18:45:00,TWD,03
4fc95970fc812604657d423499dd5ed5494eb896dea4fffce20fb728d3d16807,2,e7d5715fca4cb7bda4545d07e32be3f5486b570c1aa14d94c2decbd8e4f7ab54,1,UNK,20500,59,01:25:00,TWD,UNK
704cd996556df93471eb7e11fdc1a1040bd2fd6d517d4eafac2b23b0edb8494c,2,e7d5715fca4cb7bda4545d07e32be3f5486b570c1aa14d94c2decbd8e4f7ab54,1,UNK,95500,59,16:20:00,TWD,UNK
0e35f80d17eb218f6f831ac6dd129135e2292118587f316093ceb1d6e7de926f,2,e7d5715fca4cb7bda4545d07e32be3f5486b570c1aa14d94c2decbd8e4f7ab54,1,UNK,5050,59,16:25:00,TWD,UNK
4fc95970fc812604657d423499dd5ed5494eb896dea4fffce20fb728d3d16807,2,e7d5715fca4cb7bda4545d07e32be3f5486b570c1aa14d94c2decbd8e4f7ab54,1,UNK,30500,59,01:20:00,TWD,UNK
bab6d372c0cdeb85c41dd685aadd8ece6ce35e665057a78481dcf5298a4439c0,1,e7d5715fca4cb7bda4545d07e32be3f5486b570c1aa14d94c2decbd8e4f7ab54,1,N,105000,60,21:05:00,TWD,03
d070cdf6de3d6fbb03fc538019fe2e450c8d1b3adbf619381f00444f6eff2a5a,1,e7d5715fca4cb7bda4545d07e32be3f5486b570c1aa14d94c2decbd8e4f7ab54,1,N,50500,61,13:15:00,TWD,03
d070cdf6de3d6fbb03fc538019fe2e450c8d1b3adbf619381f00444f6eff2a5a,1,e7d5715fca4cb7bda4545d07e32be3f5486b570c1aa14d94c2decbd8e4f7ab54,1,N,50500,61,13:15:00,TWD,03
4e611f3892726acefa1b0b5ed5987d36fedc362403ad1a3334142ff144969c1a,1,e7d5715fca4cb7bda4545d07e32be3f5486b570c1aa14d94c2decbd8e4f7ab54,1,N,45500,61,13:40:00,TWD,03
4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,70ef671662e77e8f14b61ee5e32a9971725756e11b5ff1fa8aa86a23f1022606,2,UNK,1750,5,18:10:00,TWD,03
360316c38dd8439ef3313771900b8a1b64a76b9ae8cf0b56f341d8b9114c0b27,2,4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,UNK,7050,5,18:05:00,TWD,UNK
4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,e1123e3d9cafdf4cf973c12d1317e15ece549abc86cc2452a1295ab3f4d28b11,2,UNK,3050,5,18:10:00,TWD,03
70ef671662e77e8f14b61ee5e32a9971725756e11b5ff1fa8aa86a23f1022606,2,4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,UNK,2550,25,21:40:00,TWD,UNK
70ef671662e77e8f14b61ee5e32a9971725756e11b5ff1fa8aa86a23f1022606,2,4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,UNK,505,33,17:50:00,TWD,UNK
360316c38dd8439ef3313771900b8a1b64a76b9ae8cf0b56f341d8b9114c0b27,2,4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,UNK,7050,38,16:35:00,TWD,UNK
4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,e1123e3d9cafdf4cf973c12d1317e15ece549abc86cc2452a1295ab3f4d28b11,2,UNK,3050,40,13:25:00,TWD,03
4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,e1123e3d9cafdf4cf973c12d1317e15ece549abc86cc2452a1295ab3f4d28b11,2,UNK,3050,68,20:25:00,TWD,03
360316c38dd8439ef3313771900b8a1b64a76b9ae8cf0b56f341d8b9114c0b27,2,4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,UNK,7050,72,18:00:00,TWD,UNK
70ef671662e77e8f14b61ee5e32a9971725756e11b5ff1fa8aa86a23f1022606,2,4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,UNK,305,88,21:20:00,TWD,UNK
4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,70ef671662e77e8f14b61ee5e32a9971725756e11b5ff1fa8aa86a23f1022606,2,UNK,2550,94,19:15:00,TWD,03
4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,e1123e3d9cafdf4cf973c12d1317e15ece549abc86cc2452a1295ab3f4d28b11,2,UNK,5050,95,08:15:00,TWD,03
360316c38dd8439ef3313771900b8a1b64a76b9ae8cf0b56f341d8b9114c0b27,2,4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,UNK,8050,103,18:40:00,TWD,UNK
4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,e1123e3d9cafdf4cf973c12d1317e15ece549abc86cc2452a1295ab3f4d28b11,2,UNK,2050,103,19:30:00,TWD,03
4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,e39549171b882f7cd7805267d538a0f933e878d625f7063f2159a36f097a9185,2,UNK,6050,104,12:40:00,TWD,03
20bef2a3b8623d1a295d126327e8a387378f2521b09da9995fef289d78b6a810,2,4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,UNK,17500,106,12:35:00,TWD,UNK
ad0b7a17f1e9ddf09a5440b07c6f4ef0b6e10611c44b15377063cd1a51a588cd,2,4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,UNK,49500,106,13:25:00,TWD,UNK
bd79561d720007edacf11cc086e9d788eb045a19dd4477580f24b11d0a5e3eaa,2,4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,UNK,9950,106,13:05:00,TWD,UNK
ad0b7a17f1e9ddf09a5440b07c6f4ef0b6e10611c44b15377063cd1a51a588cd,2,4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,UNK,50500,106,13:25:00,TWD,UNK
f56f1734d61bf08fc7a83127a6a92975da7d97aaf0bedddf8465393ecf8feea8,2,4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,UNK,12500,106,13:10:00,TWD,UNK
7ccdd689061447e101b12edde3809e9ba2710d7f5db89b6eea277724ad3cf60d,2,4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,1,UNK,9050,106,13:35:00,TWD,UNK
eb5dcb8707422221181646cccbb5ee31b8211243de067008a11587bf5030d235,1,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,N,955,4,15:40:00,TWD,UNK
eb5dcb8707422221181646cccbb5ee31b8211243de067008a11587bf5030d235,1,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,N,965,4,15:40:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,8187bf0dd3f20384d4ad4ad9a8ad648b54d92222cc4ff16a284504661ad0c3ea,2,UNK,2050,4,17:15:00,TWD,UNK
329a8c501266025cc57f09aa79714a38e644e8154add770a9a098dcace7daac7,2,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,UNK,605,5,12:25:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,8187bf0dd3f20384d4ad4ad9a8ad648b54d92222cc4ff16a284504661ad0c3ea,2,UNK,2050,7,21:30:00,TWD,UNK
26f157ceb964ff513b9e8f24ae6a1c63e7538deaaf7f3903a1ba924bee0eef06,1,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,N,455,7,07:50:00,TWD,03
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,f331f09891023827a272c52bee54222b833d8cfcd9f349d1af80ea4d74b767d0,2,UNK,4050,8,15:10:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,e53aa93aa73ea923408e7f656744dc7a771790040961ae20488903e5fbda31f4,2,UNK,1050,8,15:10:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,12db1d6bec1cbd84fc570c1a351a767a725010d5d1c933a176c1ee59ccf67d3e,2,UNK,6050,8,09:40:00,TWD,01
8187bf0dd3f20384d4ad4ad9a8ad648b54d92222cc4ff16a284504661ad0c3ea,2,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,UNK,5050,8,12:35:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,82459b59a09d166604bd9784f1805c0ca69a49d3527e2cd225139b33d09c715d,2,UNK,1050,10,20:00:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,e53aa93aa73ea923408e7f656744dc7a771790040961ae20488903e5fbda31f4,2,UNK,1050,10,20:05:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,f331f09891023827a272c52bee54222b833d8cfcd9f349d1af80ea4d74b767d0,2,UNK,2050,10,20:00:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,51c7ca39a26c096549e0489636a18346385b0be660d64b88499ee66ff7204897,2,UNK,1550,10,20:05:00,TWD,UNK
82459b59a09d166604bd9784f1805c0ca69a49d3527e2cd225139b33d09c715d,2,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,UNK,1050,10,20:00:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,8187bf0dd3f20384d4ad4ad9a8ad648b54d92222cc4ff16a284504661ad0c3ea,2,UNK,2050,10,20:05:00,TWD,UNK
f331f09891023827a272c52bee54222b833d8cfcd9f349d1af80ea4d74b767d0,2,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,UNK,5050,10,23:15:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,a5ff7b770505291bf5deb586faf2411adbe46aa8c42359adb2ab8c806d542c57,2,UNK,4050,11,19:15:00,TWD,01
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,e53aa93aa73ea923408e7f656744dc7a771790040961ae20488903e5fbda31f4,2,UNK,1050,11,16:00:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,1c19d968776e3cc5901d77584ada4aa0ae63780483948b9bb67f70067b7fa621,1,N,3750,11,16:00:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,1c19d968776e3cc5901d77584ada4aa0ae63780483948b9bb67f70067b7fa621,1,N,3750,11,16:00:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,8187bf0dd3f20384d4ad4ad9a8ad648b54d92222cc4ff16a284504661ad0c3ea,2,UNK,2050,11,16:00:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,e53aa93aa73ea923408e7f656744dc7a771790040961ae20488903e5fbda31f4,2,UNK,1050,12,19:50:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,f331f09891023827a272c52bee54222b833d8cfcd9f349d1af80ea4d74b767d0,2,UNK,2050,12,19:50:00,TWD,UNK
9fb09c8702eecfb66ea36c3f615679f7d6784e4f6d927d1d7b50cc1661ae712f,2,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,UNK,5050,12,18:20:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,6abbc804ad7f4554e5c18ac5d6d9504d96285d281a88fdc7cb1e4475b0aa9bd2,2,UNK,6050,15,16:15:00,TWD,UNK
6f53efc2ec7538d2394321b43da274ca1b72d761e8571c5a898770975fcb7110,2,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,UNK,50500,15,15:25:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,f331f09891023827a272c52bee54222b833d8cfcd9f349d1af80ea4d74b767d0,2,UNK,4050,15,16:15:00,TWD,UNK
d5ba2f17819b6f5c88501fd7b3894f6fb7370cb44ea454d635fbb78b23e47763,1,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,N,3950,16,18:15:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,f331f09891023827a272c52bee54222b833d8cfcd9f349d1af80ea4d74b767d0,2,UNK,2050,16,18:05:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,f18d20532c4f1d0de594eaa0a2791d78cae818549d39ffed1787079c7f1282a4,2,UNK,17500,16,18:05:00,TWD,UNK
8187bf0dd3f20384d4ad4ad9a8ad648b54d92222cc4ff16a284504661ad0c3ea,2,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,UNK,1050,17,20:35:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,f331f09891023827a272c52bee54222b833d8cfcd9f349d1af80ea4d74b767d0,2,UNK,2050,17,22:25:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,12db1d6bec1cbd84fc570c1a351a767a725010d5d1c933a176c1ee59ccf67d3e,2,UNK,6050,17,10:25:00,TWD,UNK
78a6dd741f3e99c2b86bfaacd0c5b1100290edc10a3aea9fe7a2496a21093f12,2,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,UNK,5050,18,22:55:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,f331f09891023827a272c52bee54222b833d8cfcd9f349d1af80ea4d74b767d0,2,UNK,2050,18,23:00:00,TWD,UNK
a42d7fb595e6abe056e192b12ee2ce5fee6d51d33d03e08b46864ecc6b7713d7,2,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,UNK,1950,22,18:40:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,8187bf0dd3f20384d4ad4ad9a8ad648b54d92222cc4ff16a284504661ad0c3ea,2,UNK,4050,22,17:35:00,TWD,01
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,f331f09891023827a272c52bee54222b833d8cfcd9f349d1af80ea4d74b767d0,2,UNK,4050,22,21:10:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,0d37c8cb3595f20acae09c5871d71a4269d6094a1e348af44457ebb635c258fe,2,UNK,15500,22,17:35:00,TWD,01
54d7ff92525d1190a45c82d354eb317fd553a1520196e3e8c835145c91208b1c,2,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,UNK,30500,22,13:05:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,6abbc804ad7f4554e5c18ac5d6d9504d96285d281a88fdc7cb1e4475b0aa9bd2,2,UNK,6050,22,17:35:00,TWD,01
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,a5ff7b770505291bf5deb586faf2411adbe46aa8c42359adb2ab8c806d542c57,2,UNK,4050,23,07:15:00,TWD,UNK
f331f09891023827a272c52bee54222b833d8cfcd9f349d1af80ea4d74b767d0,2,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,UNK,5050,23,18:30:00,TWD,UNK
26f157ceb964ff513b9e8f24ae6a1c63e7538deaaf7f3903a1ba924bee0eef06,1,77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,1,N,1450,24,19:45:00,TWD,03
