acct,event_date
59a6c1f084c6a9fde2092e03f3157e3ec5a3d31ca4b2fdf6f92303809241d0ce,113
fd11b197566a1302f4b13bff27cbf151b8d562a77f3315934ba6e7ecb07aad15,72
3c2a93f8c894488e6b18dd22c9a7e9309961ff2c4b19772e4dd81bef01d4dd48,12
85a4bd41a427ee54845ff78374009963d791bfa4ad3c88252a03998ec7d634b5,110
01eb63ebd7979180f096776cadb5a14398c4a038e7d70f9ddc1b84c7ee6ee00c,83
001fb9eac39927f82eb048b62a80f9a14743441b05c836de39449a6e1d712931,38
cec7706eac530d4e91d8af253f2dd1c946c85b8576cacbc32da89611536b962b,99
9b6954c03fb11e75db72c1c76a48ef13fb2702690bfe730f27ee4356351007df,106
e356802f01e4c87e58406444b4beb0f496f39018c4b84e195892c92c1da0a518,39
545809c38fe9d41911f8ca6bef6b09c92b099868694b0a5c4afa5dd52e1d7eea,85
68f79bbd63fcefeda5fbcf469ab1eae91a55fcd5ad6ad528f728b8d823030c8a,9
fa524414d04988db55c5a37b19ce4c3387a1e3b90da382a2a4a3bf834bd76058,27
644c13eab15327d922553015122695c0e0b23b1ddce2f97ac6a1b82fec28c209,30
7c3633a219447e8a98bda71f0b84302aaf00972d42cff2cb98a8a7783f5be129,25
4a1655f767458ee8b4954611e6b790d97f2fb203de8d834a1dad4fc63d016aec,83
1884fbaddc3432482336f153903ef15df20ae0c0e840e7420ba06a170728d455,109
762492f9501d32b495086ee115bbfb1d866cc1d93e6ff6c1d3418fc91251dfab,4
65fd1ec9cb3f53d238697e745c1fdd7acc9ffc52798c579adba561c8ea68af29,63
307d9ca62f2dc384c14c8c54db1042e5a32ead4c232573fc4dac446488ded21a,60
4cd48db5822294a73bdaa400748568cfe8fbe39a7f3935f60406d69161f69c78,95
ee2b7af074659da210982e1062b448e9b235a172d39226de5a18be69de9d1d01,88
43708312905cc13681b3eccf8c1b13f59abbac1b81e9bf30e205429dd728081a,88
87138d781860c34f3ba4b740575ab77c6d982f158fb4a47508cf286bdbcbdee1,51
3449c0c8ab5c6645babcc9a2ef95e8297f369219b97f2cef425af4a0d9a054ba,54
0d4bd83c66ef37072fa350c8c207523a988d8b2cbd4c4c5b42c7f82a7faab7e8,102
f1e67ed9978432ff532379686906016017123c551303e3c6cd28f985e244bf08,96
5dcc88f9b153b5fe2b227153baeae050c6643ded6bd2bcd6db973bbf855422d9,82
5631eac05d218be689c543c90557647004a4c998074850178dd77860021285b5,116
a3bdc9283a2a8d8c97329d06e3d0ef16c246e437b0d5a0327e2d9531c3480d29,11
ce435d00916f879cba74d93392d411e4a37cb4afea01c65d676b284eb246908b,32
711bf3e1491cfbf1ad57315d2779547897ff3c0671f6156a2c4a01145be5127e,120
de6b93a02930c8ff84fcad0708c1bba39cc631f1e639941ef2d3a6751b66f00d,19
1e34be757a83711c7215ad0f0a612acf7de36d430b17f18d44ca72023c8d0a99,65
6d7f6d9e37d8272b353bed7350700bafdaff8e2ebba721d81d4ad0ec03a56cf3,103
11d07db6153fe58f9f76c4cf85a7a3d06a282cb29c13c2e77e81dcb4bafec402,108
e7d5715fca4cb7bda4545d07e32be3f5486b570c1aa14d94c2decbd8e4f7ab54,72
4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,107
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,64
79795a2b204ead90c48f9405536306d9dbe39a91364c5e52f9fe0b70aaf3de16,12
797b39fade473aef0b052c3c60eab5546dee65f2713f85bf5004e9b61c30b512,74
607229c171cc2ab612963b79add20c8e3987c55c94a66f7ec5f4ea419040b098,53
8c94e43c8dc9a64a985a50e53fb0e21e84f4d5f574eb2ed046d280b911272159,68
bf4fc927e857e29e4efd1c066f5a24548bbaae303a287fd55a12e8c9861d4cc9,119
502d4fad40e984be7559f985e1bbe3e2ba7aa361df23afd25937cf627fb68bcf,110
0ae84dd5d1e392a1b2bff0dc483128aeaa49898c2bb27578376f42fd9c2b862a,12
faed59f871d422bb39e25625e0169286c4695f0b8e1a9d78705dba0b3afe03b3,94
402f1ba7cfd2a4e8fd2348b4c5544167960081a62b64dca99c9780afe2e1cbb4,83
e97a6f47f5b800da212466f0548ca0623fa8bdedf414682550b34dafb3ea9346,102
6dcb6513076d33a70cccfd484f195be12ae6bc4b0d4c89c2cfdf4bcc83ff31eb,120
3081b98d6bee3399f9c56a613069a9da38d44d38776023567590a0fd2ef32658,106
af391b94a8c5f586a48ed70dff3c504677e6ca4960f3309e8a69da193f1cd750,88
695f1d0fdfc3eec86824c6e173992ffdc471abb3fc8b7b39aa81961672a889ad,3
6c42a54a2fc394f38c982930a155cb3c9218fffab12fe4c47f6101f29533d743,115
d2b8401fbf8adf301c97e5b8b4f046e493f598cb3d56e7620e7f314a8834d77b,15
bec3fcc0ff8e45210882537730e0101bd8d0bc58fbd01ec2516bd0d8193bb7d3,94
d4ab66d18c9b46e33023c329ba2b1767ae2917ea5e42128249b78882b18306d1,78
770532548fd9b8f709b02c27ec960cbdc6bc18cfcd6ec5fc2368da05e74f2fdd,115
b93c3ab8bcf54c59dda4241e85764a835fd61237ed03c54f09a23b8da986e1d9,108
2bd7a2f76d753190776b20180cac2d8bc483d14268fe75abe5bd45da86bd3c54,119
a3c64b2b7c2cb0ed38af9f16b2660c00d9e4982e3cade5c2fb7722a8ef04c688,109
843667545e4b0a7ff7ea4d71a009d00d1f013efbde35b835185d528d62d350ae,87
5fe43bea898e1aef99761fe93edf478254c8538eb857f71c6e20ce39f414b211,98
bc2b0e12fb0a1412c58b8d58ad92f2851c876f638c8143258c58cdee0f746628,51
74d009f090757dccfae676a0e1c276d6d98c113dc297a17e17d3ef4d83a0f976,64
90889d3ecc192fce601d4a8db89fa9cfa2fe5d869fe2947bac17a710d194a2c9,107
9b601d94addc43b8107fe34e772fad4852c1a3bbce4887d86789d84bfa00a114,62
95f991c3f9573051e2838c4ebcea7df4a1da25abbed03e4e24fc588d24101684,117
3956a23b2b7c72a06b30d8ee8530828d2c43919e8a0d3e028902042c7fe38a50,121
15a4641356079474e7b1da1a94408cd237f1fd59800c3f096e7fbe97fe426dd9,28
c663ec24cfae59eefa958ba69a0db4e56bc200804f4dc79d53eb4e6cf9c1a429,106
1d08b081f8e4ea3ee0f59d2ac12f98d5b3da313c29dc490712c91811d03117c4,81
88bfdba7b6b80979634c41d5922426ccec587b3a46570bb70a78730689d0d032,64
ba516a2a12aed04e1d5db003903f432979f40496138f5ac3a338351a44784804,46
026d68d0190b409056c2da64d70f5d6ffe35ad34d1a9fde1fd5b8d1945771240,1
8e7444fc6b662fdbc8fbaa533d51d681afbc616aeed109609c6cd39eb957abcd,114
797fa9faf382f7248dd6af32dcf39d51f41a98dbf2aaed1e1c80395eb8d568a1,109
3af8e8b24e67dfe248849f12f025ba57598464504f8683b7a371ba80dc9bc702,62
9412f2338f08c431e66f3a9acc679681dcc6066b10408b1415f51477447cdb2e,101
314297f83437acb38645659323a8b46eb8c2244014949ca363327745c98857be,24
0f436bf673ef767420b6e0dc914881278909a4d6bc3f520efd2487356065e222,37
635e1c8079f777c49a1c429b017de938d26dcd6a87f171e31e3d66fe19533fef,9
744d361e6667017c98320dcd6c42d70f791ff2d1d14831ba093a7faa4e21f6c0,4
7125c59fbe1069f7f8c9ff653b4681f762c52873cec5473ca0cfb54162289023,121
0fb767225b5c1bf076aa2128fd9757dec825ab324c5b8d217e435f4c9c8e1aea,2
9ed6a497a48c883386b4ff6b4389518c772f413d9b306991ffa03c9d6a9d2d47,75
92cf81e90486917c34b225a4947d9e62dda48e7e3cf9cd4e5ed5c9c1a85f932a,89
00f5b33a285e9e4b19225ce9d853819ead3afb2294ccb53dc42da730abdacf8b,121
a1eb09567740ff3707a823920caef2e037b332215351e1d5e42ff6acfd144730,120
d4681448752ef972fc128ec888f459d46121f768bbc6b0d235050879402a962b,62
811b60b7d8e395b72caef164ebd2577ee77ad75bdbb7810fbe1ed668f64bcabf,54
b69d18f63bf5e2d9c2a704ab3a80894b236ec7fc5d4f3ba6f0904e6ccdab65b4,17
02d031b4c7182b98e176ae9ca6505c08468e800f74b581885f2fa4b177179079,91
d7b9f4419bdf0b6d138be4dd25061c336ab6596ea832868ca96624e8ea43b28d,53
c6345189c6b5357928770e6f444c79ce6bf15535b9becc874e05d8c3faa0c676,82
f8dc6f0676d68b86073b1c79747a8e39c3147ad1078df167f66eadd46a8d0f5e,58
153535848e06f4980c542c35390c910af82dcc9b4345674490a3a0506b7eb9fc,29
9a4b02db1965cec1eaf326783ef2058057a5a3243f262c6f4ad95f0702b35d89,3
87da56d33b3675a69174cf6d88d6e7e6a2833bc5a78e3cb93677dceae843c826,73
359071387bb27609560f26c944830fdb42e5fe29ada00484464aa5f8e2e20f58,92
6eaa8f657bb0af10bc2f7c764c58af80b6e1ea439dbd2d8543db3caef9ece292,38
c82986d731cf2694d5051a823ceb3026f8b934407398f96cd4768778428f8ac7,87
8a986c8022f566c60780c428a9bcd1adc13c1ba8b0320bbe032541ab380f218b,103
9ca82915291ee00ed3dce3a47e9f8f3e487b650aaa2371f011a0ba69958dd204,109
5d57227b6902b8e8531c64073d6d6bd435f6f5db24d2affc6dc90c940fb88ca5,75
93524f03b50519dc7307889fbec46069d51a50d6438b4396fc5a61814c0f49b8,66
d25eea4f684c7e7b9417a2559e151c8a698b5b92f9463f6aad61b6b257c6e57c,6
6b17899e13ce48b4a7c85b3473aea40fd1b09097e480868ae6315620219ffcae,14
ca10fe1ced07e7a9390d683aec6a7101cb0b55a23810f968da3bfd30307cd879,93
3343487e1948409d5562715e5e3a262b5cc98f053b3597949b4c46bd37ee1349,113
be4a823c82475968d7044b3774a0f40b0b4ca86129d3a2be4045eb90c4196781,72
9f0eef46eef1615a8a6d259bf5f89f71dece8704d692d8b888b7faaeb3405357,8
9812af839e6752d0c02f8e86b6f49e04e5a7ad30cd0473f65f2239cfc653b5ce,57
06cea77c9bfb5afb0fd5d99f5a7d5f3d9bb77ea7a347478f5a819ea77751fd78,117
4805fdaf001435eec50853ff40b2ccd55a18bbb83f849196c5145e9c9d123d33,35
fd22e9aac1cbc68dab9ce71fd7a8d68306e5ab5283bbb258aa9b114f9d63309a,16
366bd4a6b4e1dec8f2df91e805b095c9fd29f6610ab76687f9dc73e402da1c51,57
2f44cda940c659a65862f88d7d5f8ebd50327324fea43f061e6e0942982eaf2b,27
d5f69cfcde71bf4da7171cc87f5288e32162bfb99ceaa2469131a24642f5d195,27
874ee672d934255e5b28e7b5b2cde41cd18fce816a024f7f61276889c67a4010,13
d291ac61570e255e3cd8d736f6903113801d82fbfb0989a8f076f72e3e827aa3,119
43f0c9898e9b927a5a5eb06fc15568285cffcf622c749ddaf6085f9581a2d142,15
91a789c30af1e214ef2bc7c8607c05b69c9d366e938224a5adb846f14f07d58d,10
ebc3fde0f147ba02ec8862fb52525409b984d25fd4c843fa3e1f61b9d72c7c8a,26
dd4df5167753ce71be623a0bd16ac441f445f9a4fe16e72e12cb768abdc47ef9,58
3b468aeb29adcc30972278ec5a27367b0d0216a4a347b3972e66b2252df42439,15
54943da0966c59e2ed7df003ccfdd22741814e4d7cc15e3039b8ba77241cf3a9,116
5ae01b088a168add0351ff1f379534d4bd0d264abfd03eeff805682ba1efcddf,108
29db6cfb985e72ae104a82d39125fb895e7a57608eb92b9c2bae7ad419738aea,60
b46034c61a700a4df738e203b43925208ba91a7a223846bdca8c763758906045,50
36c07e7ef0e170d685e926d43f56f3c363ed329b9c91159b2fcce32b096dd085,19
350dab639b13ec1c837f752c4e8df39ec3a8c004197adde6ae464033fecda58d,93
f5c955df5dde5872e907b111123c60521f8e3f96d0b11ed79c5f526d00772ebb,65
b46ae82bf50ae1a0843ba4d72d5349beee051b4e1c8d2610a640ba8051ea8b4e,85
aac8cf891333527f4ecfbe734ef327fd2f04ecdbf9370f87ab99ae10bf15ce3e,79
47b76dfddc58670af9698e2815666bb11b458ec72394263f3696d04780805c01,115
dbd9b4611b1239d86b5bbd803986d82866d41700169ba01a14f6201b6c2c2cd9,61
12f65056d80e0049a942965f869e255f62571aedb582070482ffa1d7394483ab,24
aec430fa8bb80472b0dee0e985e2f1778ed3967aa3df304a10232e89cc7bbd2e,34
f905beb133eab47129243879509899871074e4d0cb507f550a31ad439f0c50e9,74
126dc3660c1f5663d474cc7eff62dfc8f743c2cb952beb042baf04b8040f3000,84
64a6ae60b92e9a1aee5fc5ad302ff4d14cbdaf0edb9e16117416a670a03cf3df,36
c77453c83e80463c73cc0881d8f9b9071394de688d524f6b33299c03559a5c37,112
615c092cffb693b38e23db0e7ae45b66962ed8f67bacf654d2b8e5f8ccc41834,9
86eec8973d3d477423762247ebb01bd2f796354a2389a96bcb547f99165a4ed0,54
9edfeb75b4b1ff5c738aade50787eb3999befb42401e0decddddb072c89c20e4,81
c6e4a0b956e06a334688ef18c6d8c84d8778cef8b2f408cf77be68cb32ca1402,74
0c56c0ff6b19baa141cfc9d70329df152f0a907039450b10d9f95509d8999160,107
41c6ed2e65529625675e1021b3a28a23e2a8bbec2c89f41c7888acf9c02e0e98,120
95c9f02dfcaf0ea5462f98b53088d9e17ae395bb8bc256df479be7551b7acad0,88
bb78912af134998d78df15383e523efcdf602c3ad6c4034ba29c5589c6ac8122,42
4c7649b9969c1eeed05c145fb26bd79edcd6c5643ae7156e0e726005e47338b3,14
b10e76caaac589300ee0317fe7b8a6ab02e72fc8e8f03e2733dd06e25d0bb836,73
22ae744929237dfe3a49d2bb383106ebfbe8ccdf816e996e4daff6998d210507,81
c325901e854c29b2cc0c37f3e21abe5729f6fe960a069f7d87c24f5342266d20,56
94e8d4cf8b946aeb27de3797ce23eee1ddab8491a67aeccaf76fbe7b3f6ed69d,48
275eac212bbfb5ac00f3b60809c712c07ee4cea5b59e8b8fb1a4f1ab187a8e25,92
b43457ee5c20345e5757d88cfa31d70c4eeaaa12e25959399f3a51d3f9592989,94
853f5b361746ce60ce24c81f278a5a54f2480bef039a2235ff0b864f8db04f4b,21
afb18762bcd19098febee047030e6d02da39442882c6db62a99546f5ce65e714,86
65c4cb535113dfdfbecea065e6fa3c4ec173530943b6b44935f618cc1f3918f0,39
a9f3f0fa2a95f0b0ebde4c2c2a5c1f877610bea9a759999963bc29afeabe699e,17
22f44a65ecab61a2c965177fcd62cb2b423f515237dc97940539f9b37c3ba9a2,52
90eda627736b3512493a6b85be6bd6dc8c5819ab256d0eba95e79e48f6de8709,12
b09c390b9879d2feda30420977cd826cb34f87dface01575bad981166aaa754d,19
f24f7366cc731c994f40551316485ad1075f3820b05f8c6c3962f836e1af3f52,63
36a54710f6f6208e7ffd625423d50df3663732135f26d2952529637e35375878,62
36fc2d3d38cc810401d5b38b745d03839ffdfdb6468da8010f28251f70f5f41d,37
97bf10c41b2322c529723f18d87f80c9716e40808a98270a28a8570b519bb5ab,104
dee54c6f2e06cea5ff80db4339bde5a8bce155e4ff8ec74b3d24efe9841a1cba,64
152ba0778ce791ba434ef464dbc063585462231bdc140bceeefcd3ff18406597,113
e5d62fa0d65a0ef99d192fc012093c34751a85e5dc5d1c7d7159b5984d2df22e,90
fee56a73830e62ccc91f86974aa93871b468d86ba60eb49c9b9af4037fbb235a,89
6757f3d5da48d7f4d9eba086f3a6a7fb2462ff0057e89ab352240a6dbda5043b,68
5b8e5f7069718aa6228e045306d68b194a3e248a35c6c364402ef5509fe42241,33
f9ae08b23cd655099e089afbb8846d0b4c52ee341d31282df9c7246d3704d63b,109
4f885320f3b659c17e480c484d36bc87cbe4f281ad050efd1811edeffd3e207d,87
ef6434eaabe0d648243d1fa8752b653ad4abc4edf9dbdac00843bf10d37a7047,102
4862209bfd0ecac4e8bb676e6a0d80e92b8ca77214b6dc82e7103e30672d0bbe,108
69545b7266fce94373d7079651e3d2cd930f11f5607ef49be8119dddabd9e4c9,81
c427de999d7404f995c6db8c5e18717a1cf4c5d9a04cb4c1f49747d39b9b2a11,115
016dea291ff5e245739e6bde1257d7e30c67756800502022ba79a0424d2ad992,18
bdd3f94dcfbc39e59543a04133e6880a1376b09e518464194707e0e9a064e414,100
b90a5a342694a87e47e82f4a80532b1052a1e109879aa594ae8315b2c0428bf2,68
db1fb7c151238b5e93272c2876a356923fcd0b04759ea5c51fc1f66388c7b384,19
dadbfcc2da3fbdd4af48c90b94aababf02cef4ba1f6e99d96d5363fb3be02cae,101
996ae83de3f6b5e3159ea1aae8af41ba5b3fd2e4d563e6b61312200e77d8973d,102
bc69ac3db3eba213ff4f079ee5ce745f34d3671c8562d6b185c0eca336af1743,110
8ddadb03a30aca1d7dba1fffae545dc1d9b8f63cd80512b16824b5772bdd9ea3,33
0fb7e676f18eda803720afadc020c10429302bc0b2f74822eb86621ab0a5a7cf,91
c279a63e9730c6293c6ffecabf3e7b91a23e5e4f6aeb8b28ebc9cf48257050ae,97
ba0eb83856425f4429cac70a81f0ea86b0a94f575614469724ad1c842d954fd0,114
42600d2069623e531e0a019ca86f731c453dbe9eb8274f27dcc86efc148f5b75,107
11eb5f6840a604417e6515a129fec12133219513a6eee00b01e6fbf4df5d3094,99
42625be8fa1c4907531db9706f5393a2dcb0fb3049136a508d8e79ebc724f554,34
387a25a20f8c8843839566507aa30ded516fc50c8b0634870d64bdec81066618,120
c9534824c1f7e2d6f037c691c2f06a0c9131e6bdd64de70865a4a287308d0dee,94
bd96eec214f23c3d68ffee7a58c94ea48d99b0e6fdbf472d5fddf05df5d1acd1,116
8ef958240f29b7c2187e8e68bf5e2604f04b700cfe2c28b03687c8bed156e6fd,109
f8ef74cb06cdf06ed90737e9585d7aa096d2200e8b6d857b8ac5da83378771a8,29
36b99a1081e1488636ef816dbf1a66f17ec215e1583fd38bd33b6f422a17a28e,61
7147ddd11a409247f4b7c6b55ede6b04169afe78d120063cc5cabd4b79a74ff3,37
7458842bcf2df669317e0db11d0415a83f3789c2e77866cd3d56f63c10846d43,92
92a4d28ad2c5e5df19466daa88fb9dcb2de243c5c14e6d97e828e0eaa47dda22,80
4e2f1f2f47b78b91fb8416b93e7b93b5af6578b5a63a44d775fb654f6444602d,34
7fe4e392bfaf275232500bf7c8a4619f05b78cb66a100f5d694ad1257dd0d33d,104
90096bca8d158dcf63c37b644baad8f5dd2f0eff4456b3e59c29414b9bc88261,11
3c2f6183900c511793b1d2514c6f8058f2cc20fe7031ffaf66f3d5f20b7385f4,70
251a765ad29341cc718e1efb041789308690ac97b63970d27db2c4f9617d39c7,87
56a5d7cddc9ff99de58d5a36ebac3e2ed759986b9701a54772a5a1d3a3cf4d91,35
6f335af6a9e1f351f5575c8bba942cbecd3aec046e62bd11ae776a17f89997e6,52
eb9157142829b402c94733419c1c290d1bf790493f49aaccbe329c74e39a555f,77
994e41682bd0a09332b82820f9f6f74a2f4a97aeaf06ab98a3c16e86619386c8,102
3ef0a469c2ac9e89a84c6f006e267fabfdb8aa9fca23c7b0459441576df3f9e5,23
7f8632e8f7107d27e55a5acd30611de1f318d9fa1083669c6372761a31f8d991,105
092b3b159426f16f4059eb271948e705bb747d5cc78dc5007ce9286b700fe9a4,66
ba2a8243644f01d2ea0b75b2d93ecaae2143ff28ca11555b7812ec85af17e267,86
faf3ae39772e24f9d3ca1a7928729130d110d7b576a0509446cf00f0e216ad86,77
937c07fd0b7377b535c65bbf900778098fbd95b181b8e3912e67ed752440f3e6,84
52789fa75f03fada781d0e07057cf575447bb56909e9a4fbbc0d9ca3b62e7a6d,101
508d91fc7fff285f4726dd221b8e2b798b51a6563dcdc66df585c7caa2f0f7a4,60
7e50ac2ef271f4511ebb9fe2a12c89e210e169cf6615c44902e64481767c53b9,106
c9eea134807a061e8c09a16f257bdf644779549e8dc5986c23202bdd27af0c4a,111
d76da037a4829a9bdc50258ceb26d4d964081835031b22939f293ce66bcf2429,85
d02fc89455868fe86ebbb5695451341b27553ddd2783337dc574af6006945582,9
565f6e8d8be6d7cec72c9398a4608b442be0634520e95eab3b17334bb4a7afff,57
843992f4b0e04048ab528f2c4930483e66ac8e606b6b17d48bf1c7e7d9a16f0c,51
2ec5da8d0a43a2dab9055db23bb234ef8d02088447941e2d9343cfb7b818d2b5,103
3d292924569adad0eceb07b0817f9b3d491d1068c47b8252a48b407c45cca353,94
c1e27cc9158a1ff086fb93aa9333ef1b97ae368d504e203a0e54100745557f48,23
b29900836b47f1aa09b2bc8ff12756960dfa549eb5d3b68291e6d8ddeffe01c8,72
5d10928502d99b3a1decb5d783f61db6e7275ffd5c4f961a5b70b1d067df5ef9,64
b4e80bd7283851faa8545f41f4b836e709199a11f133d36f1be8a803948b5067,81
381fd74f2580ba1bd693b7bda45da5b5f00a6ae37c5f7227634e46607846daa4,22
0af1e672e612e0ac5162e4e8862cf0c52177763284e8d7cd24360d81130b4a28,63
3c3ded5a50ec7682882761bae14bc1cedcd556eec766a0ad9f567bd6cd8e91e4,120
5c345c0ec174419fe7579dea8113391a8350483c798ea663fcd729e53ccb4cac,38
82a0977152fd85f603a5b377c2c174864ed272e5657c9bb4a410093d5442fe2f,12
c2af747af5f751dfe6fa4c3e43f44daa84959263ca57c22d2db0c928d7a5115f,58
f98ff292e9036e0d652990e74ac41638dd83a4df2f7eae45e3528b49aac780e8,81
8d2f316bed8e02034b5e427a1b397e6e4de08ca2ba9cfc160db7ed848422b174,120
f5fa71ee58ed1640c28308272c57a83d19943f4538c95f08375768412b858685,121
95f2866212b421bc34cdbc034ee23243d547ea527adc5876611609dc55c7cac0,67
2abe5c854150f6fa6c69610e6202fe5fe62a7d88e3418e1f342cadf2476efbd7,56
e52de32d57ff31e070cc55a72d6cf7be5cdb7d7cfb25353278bb443b39d3e470,12
b0a1ae598ae735735ded55509ee1f6b4d9047286dc16c4d7fc9cee1a31f28790,95
5a55cddcf0984c419dec721c77f32ebdb2cd4965179f55184d8e3b38f5e3d7fb,71
94e142144098f58486463b09813a93445f55c5a4378178ed9676843eaf7a4df6,102
2582190eed69e4af11abe73ca23776c24b8606f3d38b57bde33861d38daef227,5
7ef7104ddd73e8f1e4894167525aaa63ce4dbf19ef864932208e51dfdda2dd01,32
b9540f799856defe205040364f49d56ac635d21c40a9c857bef3718b738d67c0,85
4d9a47c792f9985f5caddcafa472990f73b3f6ba3a5ea369a0233c20e22b8de0,109
ef04875dfa1a777493eca4ca8775f91704aa2ecbbc783443b4c0aeeac120414b,72
0275b13225b8185fb4fecc1b3c7aa7690520b443c8464c211d69bf98b6ee7e46,57
b07bcbb21c2b66a82301455e10a1efc91bface0c3e483db13bcc7c935454c8ec,109
2d4f76d346a62144bf81f42d0f2eedab22aaa04fce8b1d7c5fdc54bcf6598b8b,25
60c61b9d3985007ef07487c806972d83aa54f60371c9d8207b679cd6986fc454,68
c4586d0efb39358ae63768b115c56482efdd696e21362a90c88c80779adeb11d,63
93a86b5fd3edc3841ef434332877e1802d675ca116f36ec7cdb76471ed7fcd28,118
9d0aa6d795c1eee2f3464feafe0f43a86a59c8ff2e591a4868524cc21d6121c4,74
3de64874380448478e4dc5deef1186751f1465bd71b41c7455abbb9548372368,60
e79034d589616d9d0234de62022871f8b11d62fd679458e91f752b971b27a024,18
5b385b04fdf00b3d7c1b872bd40d15024c640aa1b83683cd0fb5530ccd74bb29,22
1a96d5ab8277cd1cb9dd53d0bc10641cfecb101f97458f838148b09fa86d54d7,72
7fa57d5642b98c511069485ba70d3092290dfcb5af7dba7dfe135cda06d651b5,21
e568d77b5335d95ad0eed16fbcf76977b620d49bd81834d76e90f113f760b78a,78
2f70a83d840699d61af528e7707ae91ad1797b9b5fafe3c90f4e0b061ae907c8,8
18cd2babce47121a892597a97faedbc6e91e605b852e8a37be5288b85f1e31a6,13
ddce5824a3cff1c3e5c77f27285c4c6fc1e2e7ba9cf97bcf6dc0852104ef850d,99
75e18854ff61e37de88af9a91365765a56e6fb6dbbe90100a39681529b5b9de6,8
94354d3535ce9d20b33c583d7b15973aea973e268bfe980ac23f0f2376f3abb5,58
bc1d739e8df730875b2f26213b4d1f1754997e31f1e85d6e645d0ecccc60988d,30
73e878a90a6cf282ec5d8ec5f46f848c281db25a85666e5a75e63b4b4c8a392a,75
c6a7d57807363a1c2e3d60199a71c75f983c9c8e04f70782f507d1c77607747d,22
a0eeab3f05d1f88b007b11fc79d75211617c75614940231c27e112d98b867fc3,13
1aebf345d228c9812be80504b055d15295df9483f138208e3d1890ae29dfbe5a,116
fa4aab2cc013babb891c9e4556586c085ae3d620cac656aa92e533b49f32c291,10
5812dc94aacc94c51145583ecb0c6e16167fdd39ccc0c364e14f66a4baad816f,72
56643b7798668d433c80f67c7b77178383331a8633716f366ab967e0abfcafd1,85
6cf0454b3327d500753f0002f6895cf1e2473346a476c32d8dc35509f285785c,55
49801251bc33c7da72607077d03b9c8297860347d296f1e7d6d4355a6fb866c0,71
1c872b96e8fc8d535b383c1d325ec4bbc26803d233ca6ca3ade69d8348b57bdd,120
4f19460aef388dab1acb3b6ab8a9a823ddc0ed9d163ca5bfac24f5277a2b3bde,65
ae357c5b69394d4a2b58ea131bf70f271dcf7bfb401cf5ce32196ac2c50aa2a9,71
5bffe4c797bea2f3eb485e1164142b131e1a888f61a2ea2dfcdbaa06d7b27760,104
c7c00e08f4f659e3ab3f5bcac8c5a47e815f9b9d1795af5bcbe75803812c13e4,9
5414829810f2101a4476c8225f4ed4eece39d6bc2f9d30e93958d2c89ad1f1d5,61
bf21c1dc624e335e3d0ae0ee9ceff132446b2c533ae0475165683b02dfe436ee,112
9ce4ee15176c15a5a45b01f4384d09cc05df9567b07946a475b89280943351de,115
6dfd08561c61659c9a031579fe14a98a8a4733329ff8aa1bc104ac9adedab28e,108
2fd414eb01449780b86db4e0fff9f52d8e50ae68e682738e7bfbc03b50869a53,96
47092870a7aa12a4c8772416dd31f4e409bce6b06e3e1fa7f72676206b210869,60
6290617dcff7ac83e2767a3ec5a5e328b63cb09370ff3f502fce674fdde155bf,78
aaed43fee9a459f519aaeb8b6b2dcb8a87a6a43a119abcc9f0c5163c273ba847,105
100019e8f72e1ea031614f1443dad54998f32915ed539ef3cba6da9db51d44c9,65
d720f22c923b0f26c0d5ba3526a039b40ff530719b0290cd09605af904208445,89
f694b95894b0532a2ab6fe473fc88243afea273ab71756cb9bd0998cbc0750ab,17
bffb69068dfec147886d677dc8411842df4419a6c3912e71ae2a8f5e542eda57,54
7e161c0f7bb5ade0dcfe8388a21b82cd4a774beaa3e3c732c17a2d7ced47d319,88
f1a9582457c9e0f473ac2153b7f92736298001faa58cdf73a90c12c957d427b7,82
920faa3249491b06d11e9f1d67cbaaaac396f1fd540bc6da018ff6a7afa7b993,82
5f8fb0f7f46ad7d73553751b312e3bbbb525dc37fd90e1a9d9d1db7b10379b85,76
c6f230c273d18008c1bc7d111a55225afeeb90f3c427c3501e63662e5c805058,17
caca073efe526a2745ea7486ac3cc10da7aec25617f1f19de70458de59a57b51,114
7ed01ab8b7bb2e1789dae0431289394f25e83f02e8b3c51d6e515227733cced7,97
a98009963348d385a8a3c8c4747d09f07c14e4c21bc65166c6862751efdc61b2,24
af8ab66e41d8447930e1039ec14b0a82e5d73976f3f5ba515f374d7b0396eb6c,33
704b53da99c5fd311f80d8fdab1be0f9c186f4411d954c97f8226f672a144edb,18
bc01e91b90e9551c680ade0efc19e2551fd5895fe45fa61f825c13df7a7f917b,27
538b5cb3f4c36ffa03f61198ee848d4ad62390b9daee82ed9772eb8d5af43dc8,3
77a4e016cd7fa95f1d37947c8f269e0ae2587f26df40546db2a508c60dd410d8,30
bc36e943b704eeb683a7d34a6d7ccfeb673b64f051d428db7c825addc470a5d3,65
ebe6c07edbce65f501c2c126c313bae76f98e3294f6ab41b67a92c256e381fae,23
8a6175aea257196ffff319458bf19149f09335a4c7f6d44fa593a9d9ea8057a5,81
